s,C,kW/m2,C,kW/m2,C,kW/m2
 7.300E+02, 5.574E+02, 9.939E+01, 6.462E+02, 1.300E+01, 7.564E+02, 0.000E+00
 7.400E+02, 5.574E+02, 9.968E+01, 6.462E+02, 1.269E+01, 7.564E+02, 0.000E+00
 7.500E+02, 5.574E+02, 9.995E+01, 6.462E+02, 1.238E+01, 7.564E+02, 0.000E+00
 7.600E+02, 5.574E+02, 1.002E+02, 6.462E+02, 1.202E+01, 7.564E+02, 0.000E+00
 7.700E+02, 5.574E+02, 1.001E+02, 6.462E+02, 9.838E+00, 7.564E+02, 0.000E+00
 7.800E+02, 5.574E+02, 9.835E+01, 6.462E+02, 4.339E+00, 7.564E+02, 0.000E+00
 7.900E+02, 5.574E+02, 9.352E+01, 6.462E+02, 1.374E-02, 7.564E+02, 0.000E+00
 8.000E+02, 5.574E+02, 8.495E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.100E+02, 5.574E+02, 7.229E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.200E+02, 5.574E+02, 5.987E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.300E+02, 5.574E+02, 4.982E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.400E+02, 5.574E+02, 4.256E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.500E+02, 5.574E+02, 3.621E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.600E+02, 5.574E+02, 3.268E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.700E+02, 5.574E+02, 3.032E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.800E+02, 5.574E+02, 2.738E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 8.900E+02, 5.574E+02, 1.888E+01, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.000E+02, 5.574E+02, 3.063E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.100E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.200E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.300E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.400E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.500E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.600E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.700E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.800E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 9.900E+02, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.000E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.010E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.020E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.030E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.040E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.050E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.060E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.070E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.080E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.090E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.100E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.110E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.120E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.130E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.140E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.150E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.160E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.170E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.180E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.190E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.200E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.210E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.220E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.230E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.240E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.250E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.260E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.270E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.280E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.290E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.300E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.310E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.320E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.330E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.340E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.350E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.360E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.370E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.380E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.390E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.400E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.410E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.420E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.430E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.440E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.450E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.460E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.470E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.480E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.490E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.500E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.510E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.520E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.530E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.540E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.550E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.560E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.570E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.580E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.590E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.600E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.610E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.620E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.630E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.640E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.650E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.660E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.670E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.680E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.690E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.700E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.710E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.720E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.730E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.740E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.750E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.760E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.770E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.780E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.790E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.800E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.810E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.820E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.830E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.840E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.850E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.860E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.870E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.880E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.890E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.900E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.910E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.920E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.930E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.940E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.950E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.960E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.970E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.980E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 1.990E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.000E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.010E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.020E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.030E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.040E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.050E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.060E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.070E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.080E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.090E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.100E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.110E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.120E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.130E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.140E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.150E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.160E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.170E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.180E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.190E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.200E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.210E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.220E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.230E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.240E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.250E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.260E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.270E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.280E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.290E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
 2.295E+03, 5.574E+02, 0.000E+00, 6.462E+02, 0.000E+00, 7.564E+02, 0.000E+00
