s,kW/m2,kW/m2
Time,"HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00
 1.300E+01, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00
 1.600E+01, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00
 1.800E+01, 0.000E+00, 0.000E+00
 1.900E+01, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00
 2.100E+01, 0.000E+00, 0.000E+00
 2.200E+01, 0.000E+00, 0.000E+00
 2.300E+01, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00
 2.500E+01, 0.000E+00, 0.000E+00
 2.600E+01, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 8.394E+00
 2.800E+01, 0.000E+00, 7.369E+01
 2.900E+01, 0.000E+00, 1.771E+02
 3.000E+01, 0.000E+00, 2.206E+02
 3.100E+01, 0.000E+00, 2.453E+02
 3.200E+01, 0.000E+00, 2.604E+02
 3.300E+01, 0.000E+00, 2.675E+02
 3.400E+01, 0.000E+00, 2.703E+02
 3.500E+01, 0.000E+00, 2.688E+02
 3.600E+01, 0.000E+00, 2.661E+02
 3.700E+01, 0.000E+00, 2.603E+02
 3.800E+01, 0.000E+00, 2.536E+02
 3.900E+01, 0.000E+00, 2.468E+02
 4.000E+01, 0.000E+00, 2.401E+02
 4.100E+01, 0.000E+00, 2.334E+02
 4.200E+01, 0.000E+00, 2.277E+02
 4.300E+01, 0.000E+00, 2.231E+02
 4.400E+01, 0.000E+00, 2.199E+02
 4.500E+01, 0.000E+00, 2.175E+02
 4.600E+01, 0.000E+00, 2.164E+02
