s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 5.139E+00, 2.226E-02, 1.648E-02, 7.936E-05, 1.196E+00
 1.008E+01, 6.365E-02, 5.552E-02, 9.571E-05, 1.196E+00
 1.502E+01, 1.025E-01, 1.018E-01, 5.787E-05, 1.196E+00
 2.016E+01, 1.398E-01, 1.492E-01, 4.877E-05, 1.196E+00
 2.510E+01, 1.745E-01, 1.902E-01, 4.400E-05, 1.196E+00
 3.004E+01, 2.060E-01, 2.337E-01, 6.401E-05, 1.196E+00
 3.518E+01, 2.360E-01, 2.726E-01, 4.715E-05, 1.196E+00
 4.012E+01, 2.641E-01, 3.171E-01, 5.851E-05, 1.196E+00
 4.506E+01, 2.900E-01, 3.559E-01, 4.713E-05, 1.196E+00
 5.000E+01, 3.144E-01, 3.971E-01, 5.717E-05, 1.196E+00
 5.514E+01, 3.379E-01, 4.405E-01, 8.522E-05, 1.196E+00
 6.008E+01, 3.601E-01, 4.803E-01, 1.583E-04, 1.196E+00
 6.502E+01, 3.804E-01, 5.179E-01, 3.108E-04, 1.196E+00
 7.014E+01, 3.994E-01, 5.421E-01, 5.714E-04, 1.196E+00
 7.505E+01, 4.165E-01, 5.803E-01, 7.335E-04, 1.196E+00
 8.013E+01, 4.314E-01, 6.272E-01, 6.873E-04, 1.196E+00
 8.508E+01, 4.429E-01, 6.406E-01, 5.921E-04, 1.196E+00
 9.003E+01, 4.485E-01, 6.292E-01, 6.079E-04, 1.196E+00
 9.512E+01, 4.487E-01, 6.315E-01, 6.788E-04, 1.196E+00
 1.001E+02, 4.453E-01, 5.952E-01, 6.795E-04, 1.196E+00
 1.050E+02, 4.395E-01, 5.748E-01, 6.034E-04, 1.196E+00
 1.101E+02, 4.334E-01, 5.251E-01, 5.196E-04, 1.196E+00
 1.151E+02, 4.283E-01, 5.281E-01, 5.037E-04, 1.196E+00
